trial,seed,fold,rmse,error_mean,error_std
0,42,0,0.9652986882519283,0.3838731050491333,0.8856878876686096
0,42,1,0.5577558355107366,-0.13596273958683014,0.5409303903579712
0,42,2,0.5831671517807929,0.04175325110554695,0.5816705226898193
1,42,0,0.91453155481075,0.2843630015850067,0.8691982626914978
1,42,1,0.5304050738807584,-0.10388509929180145,0.5201321244239807
1,42,2,0.6080117014445953,0.1400698870420456,0.5916575789451599
2,42,0,1.2086404486858464,0.7450144290924072,0.9517168998718262
2,42,1,0.5201308153740014,-0.07661493867635727,0.5144572257995605
2,42,2,0.6839590785796836,0.1525142788887024,0.6667379140853882
3,42,0,0.9706370217978316,0.39267128705978394,0.8876628875732422
3,42,1,0.5197799775587295,-0.12797416746616364,0.5037795305252075
3,42,2,0.5712697604578436,0.11688285320997238,0.559184730052948
4,42,0,0.9066928899411141,0.31333455443382263,0.8508310317993164
4,42,1,0.451995510662411,0.006965511478483677,0.4519418478012085
4,42,2,0.6006413628039348,0.14795607328414917,0.5821331739425659
5,42,0,0.9886510707395089,0.4280768036842346,0.891168475151062
5,42,1,0.5077082600343714,-0.0856594666838646,0.5004299283027649
5,42,2,0.5715110152026561,0.043927136808633804,0.5698204040527344
6,42,0,0.8749236005399379,0.0365518182516098,0.8741598129272461
6,42,1,0.44982156527247863,0.0031919931061565876,0.4498102366924286
6,42,2,0.519783618408561,0.01244659349322319,0.5196346044540405
7,42,0,0.9842510448098541,0.4187561869621277,0.8907263278961182
7,42,1,0.51444861570104,-0.10052947700023651,0.5045307278633118
7,42,2,0.59681597712418,0.05928567796945572,0.5938640832901001
8,42,0,0.9223617303288972,0.29417720437049866,0.8741915822029114
8,42,1,0.45407598279873845,0.014221136458218098,0.45385321974754333
8,42,2,0.5853447522647711,0.05107133463025093,0.5831124782562256
9,42,0,1.1737174745223335,0.6971824169158936,0.9442190527915955
9,42,1,0.49856247486135,0.0017742079216986895,0.4985593259334564
9,42,2,0.6480516641634158,0.006458327639847994,0.6480194926261902
10,42,0,0.921406804822548,0.24316950142383575,0.8887401223182678
10,42,1,0.429655594074665,0.02038235403597355,0.4291718900203705
10,42,2,0.540346220386213,0.08992242068052292,0.5328114032745361
11,42,0,0.9236284487793243,0.15778864920139313,0.9100507497787476
11,42,1,0.42369138911525106,0.06873886287212372,0.4180781841278076
11,42,2,0.552215170563683,0.075113445520401,0.547082781791687
12,42,0,0.863414771339681,0.15054437518119812,0.8501890301704407
12,42,1,0.42939857826295147,0.016739999875426292,0.42907214164733887
12,42,2,0.5733028295307077,0.10734306275844574,0.5631638765335083
13,42,0,0.8733661588355364,0.08539250493049622,0.8691815733909607
13,42,1,0.5170198993007565,-0.020158903673291206,0.5166267156600952
13,42,2,0.5824775520796329,0.16721835732460022,0.5579589009284973
14,42,0,0.8616842627865373,0.10359160602092743,0.855434775352478
14,42,1,0.42224798668538943,0.03452976793050766,0.4208337366580963
14,42,2,0.5604358523274315,0.06714552640914917,0.5563989877700806
15,42,0,1.12508233087004,0.651435136795044,0.9173017740249634
15,42,1,0.569852800477823,-0.22453629970550537,0.5237515568733215
15,42,2,0.647832128298265,0.010292130522429943,0.6477503776550293
16,42,0,0.8727486461605957,0.2994849979877472,0.8197553753852844
16,42,1,0.4355223097096075,-0.0011284423526376486,0.43552082777023315
16,42,2,0.5793371895197911,0.12774452567100525,0.5650777816772461
17,42,0,0.8677450226487415,0.24169179797172546,0.8334065675735474
17,42,1,0.5018566647478421,0.017788220196962357,0.5015413165092468
17,42,2,0.5739353804201793,0.09293096512556076,0.5663617849349976
18,42,0,0.9028126542780167,0.29056844115257263,0.8547752499580383
18,42,1,0.446849729583725,-0.01768319681286812,0.44649970531463623
18,42,2,0.5799632103120641,0.09394273161888123,0.5723041892051697
19,42,0,0.8917171073324937,0.20965003967285156,0.8667215704917908
19,42,1,0.4300596706162594,0.09842190891504288,0.418645977973938
19,42,2,0.5619114339725245,0.1337060034275055,0.5457720756530762
20,42,0,0.8853547280282554,0.22252759337425232,0.8569331765174866
20,42,1,0.4328407071834033,0.007258762139827013,0.43277984857559204
20,42,2,0.5785805737228473,0.10889846831560135,0.5682398676872253
21,42,0,0.9111607129239899,0.013005531392991543,0.9110679030418396
21,42,1,0.4257320410613763,0.09777973592281342,0.4143511652946472
21,42,2,0.539884244998207,0.078553207218647,0.5341389775276184
22,42,0,0.8857321943667775,-0.06286131590604782,0.8834987282752991
22,42,1,0.4343477686572536,-0.01047584880143404,0.43422144651412964
22,42,2,0.5509563194864504,0.07546360790729523,0.5457637906074524
23,42,0,0.9135151063602286,0.2555341422557831,0.8770473599433899
23,42,1,0.4384737928001419,0.05899648368358612,0.4344867169857025
23,42,2,0.6020536523210638,0.16444556415081024,0.5791599750518799
24,42,0,0.892911552406246,0.175326406955719,0.8755293488502502
24,42,1,0.4272064190563126,0.0432291254401207,0.42501360177993774
24,42,2,0.5958934042288866,0.10575293004512787,0.5864343643188477
25,42,0,0.8546535143467592,0.18004335463047028,0.8354740738868713
25,42,1,0.4648055052852257,-0.04228098317980766,0.4628784954547882
25,42,2,0.5458904941369895,0.14025597274303436,0.5275648236274719
26,42,0,0.8731758312592184,0.16317419707775116,0.8577937483787537
26,42,1,0.47580568222679265,-0.01510019600391388,0.47556599974632263
26,42,2,0.5738037062630634,0.09543464332818985,0.5658116936683655
27,42,0,0.8825070012925236,0.19382411241531372,0.8609592318534851
27,42,1,0.4487766080262567,0.011550355702638626,0.44862794876098633
27,42,2,0.5533533034637169,0.08747174590826035,0.546396017074585
28,42,0,0.9005094768336861,0.27539071440696716,0.8573665022850037
28,42,1,0.5391614795427436,-0.1257944256067276,0.5242813229560852
28,42,2,0.5431497121353461,0.11716964840888977,0.5303611159324646
29,42,0,0.8846688122865846,0.12606412172317505,0.8756407499313354
