seed,outer_fold,test_year,epoch,train_loss,val_loss
42,1,2022,1,1.0540604263544082,0.29015345871448517
42,1,2022,2,0.3406586915254593,0.17430096864700317
42,1,2022,3,0.26024892727533977,0.15844139456748962
42,1,2022,4,0.23856922040383022,0.15382561832666397
42,1,2022,5,0.22455013692378997,0.15894649922847748
42,1,2022,6,0.21766198327143987,0.1491929069161415
42,1,2022,7,0.20969811876614888,0.1465519219636917
42,1,2022,8,0.20255809525648752,0.14779066294431686
42,1,2022,9,0.20071022510528563,0.14040421694517136
42,1,2022,10,0.19440986414750416,0.13656526058912277
42,1,2022,11,0.18977871239185334,0.13484221696853638
42,1,2022,12,0.18700861533482868,0.13170557469129562
42,1,2022,13,0.18436140964428585,0.12985917925834656
42,1,2022,14,0.1788469672203064,0.12714451923966408
42,1,2022,15,0.17699739038944245,0.12689131498336792
42,1,2022,16,0.1767689143617948,0.12297309935092926
42,1,2022,17,0.17380794982115427,0.12270031869411469
42,1,2022,18,0.1705840567747752,0.12129990011453629
42,1,2022,19,0.16697816451390585,0.12037626653909683
42,1,2022,20,0.16710094660520552,0.11937734857201576
42,1,2022,21,0.16541258593400318,0.11934283003211021
42,1,2022,22,0.1634602079788844,0.1173233799636364
42,1,2022,23,0.16030026624600094,0.11836234107613564
42,1,2022,24,0.15753841896851858,0.11718802526593208
42,1,2022,25,0.1571977953116099,0.1162063479423523
42,1,2022,26,0.1552824507157008,0.11533192917704582
42,1,2022,27,0.15452366371949514,0.11575034260749817
42,1,2022,28,0.1538830613096555,0.1146436259150505
42,1,2022,29,0.15206257104873658,0.11495199054479599
42,1,2022,30,0.15087030132611592,0.1139749027788639
42,1,2022,31,0.14967468082904817,0.11456623673439026
42,1,2022,32,0.14780390560626983,0.11338559538125992
42,1,2022,33,0.14634243448575338,0.11310574412345886
42,1,2022,34,0.1455498978495598,0.11301819235086441
42,1,2022,35,0.14556316882371903,0.1123700737953186
42,1,2022,36,0.14433474391698836,0.11160894483327866
42,1,2022,37,0.1446447586019834,0.11155209690332413
42,1,2022,38,0.14312620212634405,0.1112811230123043
42,1,2022,39,0.1418172245224317,0.11024153232574463
42,1,2022,40,0.14074094245831173,0.11121489852666855
42,1,2022,41,0.14189606805642446,0.11214408278465271
42,1,2022,42,0.14091732800006868,0.10935589298605919
42,1,2022,43,0.13910275548696518,0.10899936035275459
42,1,2022,44,0.13946778823932013,0.11370154097676277
42,1,2022,45,0.13786003937323887,0.11012998223304749
42,1,2022,46,0.1360806698600451,0.10966890677809715
42,1,2022,47,0.13568327228228252,0.10947699844837189
42,1,2022,48,0.1364970400929451,0.11243649572134018
42,1,2022,49,0.13649222999811172,0.11012661084532738
42,1,2022,50,0.1337420200308164,0.10886239632964134
42,1,2022,51,0.13560565312703451,0.11250359565019608
42,1,2022,52,0.13571020017067592,0.10990007594227791
42,1,2022,53,0.1330934186776479,0.10845426842570305
42,1,2022,54,0.1330313558379809,0.1114792749285698
42,1,2022,55,0.13417450735966366,0.10917089506983757
42,1,2022,56,0.13252269874016445,0.10922053083777428
42,1,2022,57,0.13268253008524578,0.10945442318916321
42,1,2022,58,0.133712500333786,0.11054516956210136
42,1,2022,59,0.13457972953716915,0.108323123306036
42,1,2022,60,0.1327228233218193,0.1086311787366867
42,1,2022,61,0.13328883896271387,0.11253557354211807
42,1,2022,62,0.13270765642325083,0.10820156708359718
42,1,2022,63,0.1304242486755053,0.10796276479959488
42,1,2022,64,0.12973578323920568,0.11032354459166527
42,1,2022,65,0.13143359074989955,0.11097702011466026
42,1,2022,66,0.12991651992003123,0.10728609934449196
42,1,2022,67,0.12843441143631934,0.10779756307601929
42,1,2022,68,0.13095058302084606,0.11314582824707031
42,1,2022,69,0.12997701813777288,0.11182568594813347
42,1,2022,70,0.12880011399586996,0.10907267406582832
42,1,2022,71,0.13041882663965226,0.112549539655447
42,1,2022,72,0.13032930394013723,0.11316760256886482
42,1,2022,73,0.12770441720883052,0.11008747667074203
42,1,2022,74,0.12843521063526472,0.11058010160923004
42,1,2022,75,0.1284248026708762,0.10874692723155022
42,1,2022,76,0.1271828070282936,0.1087820939719677
42,1,2022,77,0.12767773394783338,0.10975226387381554
42,1,2022,78,0.12531301925579708,0.10749566555023193
42,1,2022,79,0.12486391837398211,0.10763110965490341
42,1,2022,80,0.12408221835891406,0.10840682312846184
42,1,2022,81,0.12391742964585623,0.10756871476769447
42,1,2022,82,0.1241181510190169,0.10736451297998428
42,1,2022,83,0.1237520158290863,0.10749021917581558
42,1,2022,84,0.12297775199015935,0.10745077952742577
42,1,2022,85,0.12332720806201299,0.10749496147036552
42,1,2022,86,0.12265671441952387,0.10757501795887947
42,2,2023,1,0.8159982702311348,0.36329518258571625
42,2,2023,2,0.3068602821406196,0.24265184253454208
42,2,2023,3,0.25265153541284446,0.19148850440979004
42,2,2023,4,0.23048814517610214,0.17125052958726883
42,2,2023,5,0.2188962088788257,0.16349206864833832
42,2,2023,6,0.20934797691948273,0.15741687268018723
42,2,2023,7,0.20426318400046406,0.15200267732143402
42,2,2023,8,0.1982706184772884,0.1474708467721939
42,2,2023,9,0.19366872924215653,0.14524824917316437
42,2,2023,10,0.18909690616761937,0.1426473706960678
42,2,2023,11,0.1856693397550022,0.14046954363584518
42,2,2023,12,0.1832389261792688,0.13866138830780983
42,2,2023,13,0.18102322737960255,0.13818436861038208
42,2,2023,14,0.17865803268025904,0.13673796504735947
42,2,2023,15,0.176674324361717,0.13598567992448807
42,2,2023,16,0.17185912938678966,0.13402223587036133
42,2,2023,17,0.1711032394977177,0.1342168189585209
42,2,2023,18,0.16751233400667415,0.1330908089876175
42,2,2023,19,0.16617677404600031,0.13266417756676674
42,2,2023,20,0.16545441045480616,0.13206304609775543
42,2,2023,21,0.16357561200857162,0.13124007731676102
42,2,2023,22,0.1609085649251938,0.13189314305782318
42,2,2023,23,0.15969385513487985,0.13144583255052567
42,2,2023,24,0.1583277214975918,0.1315699815750122
42,2,2023,25,0.15673736614339492,0.1308826133608818
42,2,2023,26,0.15415661519064622,0.13047395646572113
42,2,2023,27,0.1513534779934322,0.1301494687795639
42,2,2023,28,0.15195096634766636,0.1303262859582901
42,2,2023,29,0.15017684373785467,0.12935633957386017
42,2,2023,30,0.15087702695061178,0.130518838763237
42,2,2023,31,0.14836596829049728,0.12906718999147415
42,2,2023,32,0.14942250269300797,0.12892068922519684
42,2,2023,33,0.14913893096587238,0.13018830120563507
42,2,2023,34,0.14787936868036494,0.1295723356306553
42,2,2023,35,0.145704345229794,0.12911173701286316
42,2,2023,36,0.1462940323878737,0.13068924844264984
42,2,2023,37,0.1429459066951976,0.1294868439435959
42,2,2023,38,0.14176853439387152,0.1297515630722046
42,2,2023,39,0.14073633139624314,0.12948164343833923
42,2,2023,40,0.13936420924523296,0.12959379330277443
42,2,2023,41,0.13952942411689198,0.12939553707838058
42,2,2023,42,0.13822953709784677,0.12916876375675201
42,2,2023,43,0.13737112941110835,0.12897244095802307
42,2,2023,44,0.1347366014824194,0.13029556721448898
42,2,2023,45,0.1344771946177763,0.12979470938444138
42,2,2023,46,0.13355552273638108,0.12922610342502594
42,2,2023,47,0.133280209320433,0.1298752874135971
42,2,2023,48,0.13116987181060455,0.12960825487971306
42,2,2023,49,0.13226144015789032,0.1300899162888527
42,2,2023,50,0.1313040852546692,0.12988780438899994
42,2,2023,51,0.1314665683928658,0.1303599290549755
42,2,2023,52,0.13225486304830103,0.13043418526649475
42,3,2024,1,0.8316061645746231,0.40355922281742096
42,3,2024,2,0.3132467303011153,0.24737026542425156
42,3,2024,3,0.25325217015213436,0.2161916345357895
42,3,2024,4,0.22841300732559627,0.2034643366932869
42,3,2024,5,0.21740039438009262,0.19693221896886826
42,3,2024,6,0.20872889541917378,0.18969064950942993
42,3,2024,7,0.20210137797726524,0.18438513576984406
42,3,2024,8,0.19653394694129625,0.17983701080083847
42,3,2024,9,0.19284378447466427,0.1768912896513939
42,3,2024,10,0.1878935864402188,0.17398690432310104
42,3,2024,11,0.18549304124381807,0.1723439246416092
42,3,2024,12,0.18172317660517162,0.16999416798353195
42,3,2024,13,0.18000112391180462,0.1689603328704834
42,3,2024,14,0.17647922411561012,0.16702444851398468
42,3,2024,15,0.1720866813427872,0.1655101701617241
42,3,2024,16,0.17015804019239214,0.16399002075195312
42,3,2024,17,0.1675519003636307,0.1631850078701973
42,3,2024,18,0.16756841250591809,0.16191493719816208
42,3,2024,19,0.16400611359212133,0.16021310538053513
42,3,2024,20,0.16212227816383043,0.15961483120918274
42,3,2024,21,0.16024051813615692,0.1586119458079338
42,3,2024,22,0.16055193336473572,0.15813643485307693
42,3,2024,23,0.1565641752547688,0.15762977302074432
42,3,2024,24,0.15727172874742085,0.15674739331007004
42,3,2024,25,0.15468730529149374,0.15572016686201096
42,3,2024,26,0.1543539154032866,0.15565863996744156
42,3,2024,27,0.15406006202101707,0.15558068454265594
42,3,2024,28,0.15205596056249407,0.15513688325881958
42,3,2024,29,0.15020278013414806,0.15522564947605133
42,3,2024,30,0.14934996101591322,0.15577122569084167
42,3,2024,31,0.14823772882421812,0.15526872873306274
42,3,2024,32,0.14646479280458558,0.15682459622621536
42,3,2024,33,0.14557204809453753,0.15729404985904694
42,3,2024,34,0.14488523246513474,0.15787553042173386
42,3,2024,35,0.14465433607498804,0.15875501930713654
42,3,2024,36,0.14374742656946182,0.15938697010278702
42,3,2024,37,0.14297829113072819,0.16201088577508926
42,3,2024,38,0.14190263549486795,0.161329485476017
42,3,2024,39,0.1432644844883018,0.16210190206766129
42,3,2024,40,0.1395076099369261,0.15105322003364563
42,3,2024,41,0.1400992874470022,0.1510474979877472
42,3,2024,42,0.13696381573875746,0.15159044414758682
42,3,2024,43,0.1356979182196988,0.1510881930589676
42,3,2024,44,0.1360064016448127,0.1500752866268158
42,3,2024,45,0.1349827829334471,0.1504044234752655
42,3,2024,46,0.13487985274857944,0.15027830749750137
42,3,2024,47,0.13424458727240562,0.1502131149172783
42,3,2024,48,0.1337652529279391,0.15031614899635315
42,3,2024,49,0.13386102641622225,0.15074774622917175
42,3,2024,50,0.13325929517547289,0.15033050626516342
42,3,2024,51,0.1325453639858299,0.1510443314909935
42,3,2024,52,0.13293875546918976,0.15031611174345016
42,3,2024,53,0.13311820353070894,0.14957353472709656
42,3,2024,54,0.13192946049902174,0.15001705288887024
42,3,2024,55,0.13147846195432875,0.15051677078008652
42,3,2024,56,0.13220076345735127,0.15128318965435028
42,3,2024,57,0.13171921463476288,0.15182194113731384
42,3,2024,58,0.13167844464381537,0.15141409635543823
42,3,2024,59,0.13028227206733492,0.15090245753526688
42,3,2024,60,0.13112339625755945,0.15131812542676926
42,3,2024,61,0.13054029064046013,0.15147671848535538
42,3,2024,62,0.13020363905363613,0.1514836996793747
42,3,2024,63,0.12996070252524483,0.15104201436042786
42,3,2024,64,0.13029494177964,0.15154094249010086
42,3,2024,65,0.12854976082841554,0.15123070776462555
42,3,2024,66,0.1280803262359566,0.15132872015237808
42,3,2024,67,0.12816118738717502,0.1511186957359314
42,3,2024,68,0.12916663785775503,0.15041976422071457
42,3,2024,69,0.12764356285333633,0.15094755589962006
42,3,2024,70,0.1280660422311889,0.1507246047258377
42,3,2024,71,0.12785640234748522,0.15095281600952148
42,3,2024,72,0.12804690789845255,0.15125758200883865
42,3,2024,73,0.1278421332438787,0.15065555274486542
123,1,2022,1,1.0384968936443328,0.3555729389190674
123,1,2022,2,0.323329063753287,0.1757761314511299
123,1,2022,3,0.22292503118515014,0.1486372873187065
123,1,2022,4,0.19540393799543382,0.13964727520942688
123,1,2022,5,0.182805572450161,0.12898918986320496
123,1,2022,6,0.1779422049721082,0.1264907270669937
123,1,2022,7,0.17370805144309998,0.12546687573194504
123,1,2022,8,0.17006181875864665,0.1245570033788681
123,1,2022,9,0.16694310704867046,0.12366388738155365
123,1,2022,10,0.16487524112065632,0.12236815690994263
123,1,2022,11,0.1630775342384974,0.12219499051570892
123,1,2022,12,0.16119566609462102,0.12255236878991127
123,1,2022,13,0.15929618428150813,0.12279907986521721
123,1,2022,14,0.15705179621775944,0.12098493799567223
123,1,2022,15,0.1552674318353335,0.12032633274793625
123,1,2022,16,0.1532240351041158,0.11904851719737053
123,1,2022,17,0.15191049923499425,0.11849050223827362
123,1,2022,18,0.1509426698088646,0.118204515427351
123,1,2022,19,0.14983430206775666,0.1182982511818409
123,1,2022,20,0.14804058770338693,0.11787623539566994
123,1,2022,21,0.14702399720748266,0.11716686934232712
123,1,2022,22,0.14595448871453603,0.11779400333762169
123,1,2022,23,0.14471053381760915,0.11683011800050735
123,1,2022,24,0.14323554237683614,0.11667656525969505
123,1,2022,25,0.14250233819087346,0.1164376512169838
123,1,2022,26,0.14125378380219142,0.11611106619238853
123,1,2022,27,0.14045610775550207,0.11563893407583237
123,1,2022,28,0.13912604600191117,0.11473920568823814
123,1,2022,29,0.13775750398635864,0.11449767276644707
123,1,2022,30,0.13713011890649796,0.1142696775496006
123,1,2022,31,0.13534411440292995,0.11323761567473412
123,1,2022,32,0.1343293418486913,0.11299943923950195
123,1,2022,33,0.13386019170284272,0.11397162452340126
123,1,2022,34,0.1335088198383649,0.11322183161973953
123,1,2022,35,0.13274167478084564,0.11286317557096481
123,1,2022,36,0.13188751588265102,0.11222675442695618
123,1,2022,37,0.1310381829738617,0.11201407760381699
123,1,2022,38,0.13167265405257542,0.11449291184544563
123,1,2022,39,0.13102804472049076,0.11461791023612022
123,1,2022,40,0.12947449833154678,0.11219459772109985
123,1,2022,41,0.1300508772333463,0.11331066116690636
123,1,2022,42,0.1284657766421636,0.11265936493873596
123,1,2022,43,0.12934768597284954,0.11305167898535728
123,1,2022,44,0.1296739881237348,0.11567876487970352
123,1,2022,45,0.13169784620404243,0.1159483753144741
123,1,2022,46,0.13858585158983866,0.12255571037530899
123,1,2022,47,0.14403809905052184,0.1520642265677452
123,1,2022,48,0.140328811109066,0.13500479608774185
123,1,2022,49,0.1329546630382538,0.11001275479793549
123,1,2022,50,0.12699196686347325,0.10949713736772537
123,1,2022,51,0.12517776663104693,0.11196542903780937
123,1,2022,52,0.12473758359750112,0.10905523598194122
123,1,2022,53,0.12367739528417587,0.10912097990512848
123,1,2022,54,0.12324790035684903,0.1095411665737629
123,1,2022,55,0.12257281666000684,0.10869287699460983
123,1,2022,56,0.1228656383852164,0.10864792764186859
123,1,2022,57,0.12254723956187566,0.10864613577723503
123,1,2022,58,0.12150397797425588,0.10879136621952057
123,1,2022,59,0.12206687182188034,0.10865768045186996
123,1,2022,60,0.12123856296141942,0.10868159681558609
123,1,2022,61,0.12095594306786855,0.10846613720059395
123,1,2022,62,0.12082219272851943,0.10858165845274925
123,1,2022,63,0.12089395175377528,0.10864094272255898
123,1,2022,64,0.11986209625999132,0.10880715027451515
123,1,2022,65,0.12058738172054291,0.10858986899256706
