,rmse,rmse,mae,mae,r2,r2
,mean,std,mean,std,mean,std
test_year,,,,,,
2022,2.9544877248249293,0.17582985834425213,1.1935410356557294,0.0656504415775098,0.595882183336318,0.04873912728297442
2023,3.99342925749116,0.1928153919945595,1.898457715218565,0.08606777620738774,0.6256825536554643,0.03637028876574119
2024,6.797449393484176,0.3349272642512319,3.8900812152141415,0.13315983662854677,0.5806907512584966,0.04083684521220756
