seed,RMSE,MAE,R2
42,0.3952460866861902,0.2692018572957091,0.8095934319496818
123,0.4039321566551798,0.27280729058047803,0.8011325868616543
2024,0.40015629805445363,0.2728080013168326,0.8114769733691627
