departamento,fecha_inicio,ano,semana,casos,casos_mujeres,casos_hombres,casos_rural,casos_urbano,n_0_4,n_5_13,n_14_26,n_27_59,n_60_mas,poblacion,poblacion_rural,poblacion_urbana,prop_rural,prop_urbana,incidencia,inc_lag_1,inc_lag_2,inc_lag_3,inc_lag_4,inc_lag_8,inc_lag_12,inc_lag_20,humedad_relativa,humedad_lag_1,humedad_lag_2,humedad_lag_3,humedad_lag_4,humedad_lag_8,humedad_lag_12,humedad_lag_20,precipitacion,precip_lag_1,precip_lag_2,precip_lag_3,precip_lag_4,precip_lag_8,precip_lag_12,precip_lag_20,temp_c,temp_lag_1,temp_lag_2,temp_lag_3,temp_lag_4,temp_lag_8,temp_lag_12,temp_lag_20,dpto_ccdgo
Amazonas,2012-04-16,2012,16,0.0,0,0,0,0,0,0,0,0,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,0.0,0.0,2.9120135117426944,2.9120135117426944,0.0,0.0,0.0,0.0,89.52870618965378,88.9410158418395,90.43942513345262,93.19121531210584,92.88798386715058,89.02349769758534,91.75194674869336,90.05403483667783,72.40413085042942,85.63192285587343,56.73925280006645,112.39479341490087,63.79437619678972,80.20510339668448,49.829879826797765,40.42603190083457,25.23774251915879,24.99527815936428,24.681709113796163,24.24602831759714,25.157715870634203,24.40230955879243,25.164008081518347,25.284156999648808,91
Amazonas,2012-04-23,2012,17,0.0,0,0,0,0,0,0,0,0,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,0.0,0.0,0.0,2.9120135117426944,2.9120135117426944,0.0,0.0,0.0,90.15634558999068,89.52870618965378,88.9410158418395,90.43942513345262,93.19121531210584,94.008101859117,94.73219563057168,90.35337331920182,75.39334614269222,72.40413085042942,85.63192285587343,56.73925280006645,112.39479341490087,91.73185160311732,84.01058263283412,82.70223628947568,25.33512800717628,25.23774251915879,24.99527815936428,24.681709113796163,24.24602831759714,24.663214182394334,24.604643866632514,25.345678459980856,91
Amazonas,2012-04-30,2012,18,2.0,1,1,0,2,1,0,1,0,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,2.9120135117426944,0.0,0.0,0.0,2.9120135117426944,2.9120135117426944,2.9120135117426944,0.0,91.86590599165054,90.15634558999068,89.52870618965378,88.9410158418395,90.43942513345262,91.96670550176584,83.03904062615453,93.0121291959633,100.83809587589624,75.39334614269222,72.40413085042942,85.63192285587343,56.73925280006645,90.22414049423648,98.43031956117528,99.60437017535592,24.439012985253445,25.33512800717628,25.23774251915879,24.99527815936428,24.681709113796163,23.9779329642257,24.18338583860223,24.545617502032243,91
Amazonas,2012-05-07,2012,19,1.0,1,0,0,1,0,0,1,0,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,1.4560067558713472,2.9120135117426944,0.0,0.0,0.0,0.0,0.0,0.0,92.14937174745994,91.86590599165054,90.15634558999068,89.52870618965378,88.9410158418395,90.14204812414046,90.49654027820924,93.95276159915323,93.56802966079196,100.83809587589624,75.39334614269222,72.40413085042942,85.63192285587343,94.60958935164196,40.1746443145465,43.33994509220423,24.5153243645466,24.439012985253445,25.33512800717628,25.23774251915879,24.99527815936428,24.569389986399575,25.79897183034084,24.33475245156134,91
Amazonas,2012-05-14,2012,20,2.0,2,0,0,2,0,0,0,1,1,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,2.9120135117426944,1.4560067558713472,2.9120135117426944,0.0,0.0,0.0,0.0,0.0,92.03118746219428,92.14937174745994,91.86590599165054,90.15634558999068,89.52870618965378,92.88798386715058,89.02349769758534,91.79978945711883,95.57205917527624,93.56802966079196,100.83809587589624,75.39334614269222,72.40413085042942,63.79437619678972,80.20510339668448,15.992617274481711,24.45072824098673,24.5153243645466,24.439012985253445,25.33512800717628,25.23774251915879,25.157715870634203,24.40230955879243,24.89065441273502,91
Amazonas,2012-05-21,2012,21,1.0,1,0,0,1,0,0,1,0,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,1.4560067558713472,2.9120135117426944,1.4560067558713472,2.9120135117426944,0.0,2.9120135117426944,0.0,0.0,90.31898968467226,92.03118746219428,92.14937174745994,91.86590599165054,90.15634558999068,93.19121531210584,94.008101859117,90.29060293947046,72.8530905774084,95.57205917527624,93.56802966079196,100.83809587589624,75.39334614269222,112.39479341490087,91.73185160311732,77.33172966052493,24.65453883781781,24.45072824098673,24.5153243645466,24.439012985253445,25.33512800717628,24.24602831759714,24.663214182394334,24.848667911739003,91
Amazonas,2012-05-28,2012,22,1.0,1,0,0,1,0,0,0,0,1,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,1.4560067558713472,1.4560067558713472,2.9120135117426944,1.4560067558713472,2.9120135117426944,2.9120135117426944,2.9120135117426944,0.0,91.62639179611747,90.31898968467226,92.03118746219428,92.14937174745994,91.86590599165054,90.43942513345262,91.96670550176584,91.48312381716306,89.24471932947034,72.8530905774084,95.57205917527624,93.56802966079196,100.83809587589624,56.73925280006645,90.22414049423648,111.66820895633504,24.60167295856832,24.65453883781781,24.45072824098673,24.5153243645466,24.439012985253445,24.681709113796163,23.9779329642257,24.729720556843432,91
Amazonas,2012-06-04,2012,23,1.0,0,1,0,1,0,0,0,1,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,1.4560067558713472,1.4560067558713472,1.4560067558713472,2.9120135117426944,1.4560067558713472,0.0,0.0,0.0,88.76802350481304,91.62639179611747,90.31898968467226,92.03118746219428,92.14937174745994,88.9410158418395,90.14204812414046,88.07696339909884,33.151323688612145,89.24471932947034,72.8530905774084,95.57205917527624,93.56802966079196,85.63192285587343,94.60958935164196,46.68758864708741,24.21436428281077,24.60167295856832,24.65453883781781,24.45072824098673,24.5153243645466,24.99527815936428,24.569389986399575,24.638674420587936,91
Amazonas,2012-06-11,2012,24,2.0,0,2,0,2,0,0,0,1,1,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,2.9120135117426944,1.4560067558713472,1.4560067558713472,1.4560067558713472,2.9120135117426944,0.0,0.0,0.0,87.79466670653866,88.76802350481304,91.62639179611747,90.31898968467226,92.03118746219428,89.52870618965378,92.88798386715058,91.75194674869336,40.673123892591576,33.151323688612145,89.24471932947034,72.8530905774084,95.57205917527624,72.40413085042942,63.79437619678972,49.829879826797765,24.034520867975903,24.21436428281077,24.60167295856832,24.65453883781781,24.45072824098673,25.23774251915879,25.157715870634203,25.164008081518347,91
Amazonas,2012-06-18,2012,25,2.0,1,1,0,2,0,0,1,1,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,2.9120135117426944,2.9120135117426944,1.4560067558713472,1.4560067558713472,1.4560067558713472,0.0,2.9120135117426944,0.0,91.62628886065237,87.79466670653866,88.76802350481304,91.62639179611747,90.31898968467226,90.15634558999068,93.19121531210584,94.73219563057168,85.2384349262783,40.673123892591576,33.151323688612145,89.24471932947034,72.8530905774084,75.39334614269222,112.39479341490087,84.01058263283412,25.18083335377932,24.034520867975903,24.21436428281077,24.60167295856832,24.65453883781781,25.33512800717628,24.24602831759714,24.604643866632514,91
Amazonas,2012-06-25,2012,26,6.0,4,2,1,5,0,1,0,4,1,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,8.736040535228083,2.9120135117426944,2.9120135117426944,1.4560067558713472,1.4560067558713472,2.9120135117426944,2.9120135117426944,2.9120135117426944,91.18024251956292,91.62628886065237,87.79466670653866,88.76802350481304,91.62639179611747,91.86590599165054,90.43942513345262,83.03904062615453,80.43460160552691,85.2384349262783,40.673123892591576,33.151323688612145,89.24471932947034,100.83809587589624,56.73925280006645,98.43031956117528,23.483466395027204,25.18083335377932,24.034520867975903,24.21436428281077,24.60167295856832,24.439012985253445,24.681709113796163,24.18338583860223,91
Amazonas,2012-07-02,2012,27,3.0,2,1,0,3,0,0,1,2,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,4.368020267614042,8.736040535228083,2.9120135117426944,2.9120135117426944,1.4560067558713472,1.4560067558713472,0.0,0.0,91.40783521627144,91.18024251956292,91.62628886065237,87.79466670653866,88.76802350481304,92.14937174745994,88.9410158418395,90.49654027820924,64.8441474492806,80.43460160552691,85.2384349262783,40.673123892591576,33.151323688612145,93.56802966079196,85.63192285587343,40.1746443145465,24.04551399069376,23.483466395027204,25.18083335377932,24.034520867975903,24.21436428281077,24.5153243645466,24.99527815936428,25.79897183034084,91
Amazonas,2012-07-09,2012,28,2.0,0,2,1,1,0,0,0,2,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,2.9120135117426944,4.368020267614042,8.736040535228083,2.9120135117426944,2.9120135117426944,2.9120135117426944,0.0,0.0,89.7876050611005,91.40783521627144,91.18024251956292,91.62628886065237,87.79466670653866,92.03118746219428,89.52870618965378,89.02349769758534,73.32723431961922,64.8441474492806,80.43460160552691,85.2384349262783,40.673123892591576,95.57205917527624,72.40413085042942,80.20510339668448,23.790063963500245,24.04551399069376,23.483466395027204,25.18083335377932,24.034520867975903,24.45072824098673,25.23774251915879,24.40230955879243,91
Amazonas,2012-07-16,2012,29,4.0,3,1,1,3,0,1,1,2,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,5.824027023485389,2.9120135117426944,4.368020267614042,8.736040535228083,2.9120135117426944,1.4560067558713472,0.0,0.0,90.25565892397177,89.7876050611005,91.40783521627144,91.18024251956292,91.62628886065237,90.31898968467226,90.15634558999068,94.008101859117,55.16044402391021,73.32723431961922,64.8441474492806,80.43460160552691,85.2384349262783,72.8530905774084,75.39334614269222,91.73185160311732,23.39249919371108,23.790063963500245,24.04551399069376,23.483466395027204,25.18083335377932,24.65453883781781,25.33512800717628,24.663214182394334,91
Amazonas,2012-07-23,2012,30,4.0,4,0,0,4,0,0,2,2,0,68681.0,35413,33268,0.5156156724567202,0.4843843275432798,5.824027023485389,5.824027023485389,2.9120135117426944,4.368020267614042,8.736040535228083,1.4560067558713472,2.9120135117426944,2.9120135117426944,90.36474475235724,90.25565892397177,89.7876050611005,91.40783521627144,91.18024251956292,91.62639179611747,91.86590599165054,91.96670550176584,51.40114544004531,55.16044402391021,73.32723431961922,64.8441474492806,80.43460160552691,89.24471932947034,100.83809587589624,90.22414049423648,24.20469704283083,23.39249919371108,23.790063963500245,24.04551399069376,23.483466395027204,24.60167295856832,24.439012985253445,23.9779329642257,91
