seed,test_year,epoch,train_loss,val_loss
2024,2022,1,0.37382950037569695,0.17836212578483604
2024,2022,2,0.15836657749703728,0.1467735610732978
2024,2022,3,0.14208530861339078,0.13712399822631569
2024,2022,4,0.13597889698518323,0.1341820681524096
2024,2022,5,0.13266423148971312,0.13191546488440398
2024,2022,6,0.1302788082487841,0.12973331341124844
2024,2022,7,0.12871602665968324,0.12858485269614242
2024,2022,8,0.12689741459667264,0.1252998843450438
2024,2022,9,0.12568995816678005,0.12483130090615967
2024,2022,10,0.1238049243699894,0.12235620527556448
2024,2022,11,0.12278882484313376,0.12140676023607905
2024,2022,12,0.12120110326711363,0.12066431219379108
2024,2022,13,0.1202300561181289,0.12038983363714634
2024,2022,14,0.11863138998423405,0.12017308751290495
2024,2022,15,0.11758734032685987,0.11967882192270322
2024,2022,16,0.11614757877368703,0.11935207220923269
2024,2022,17,0.11524189765296393,0.11927484559375003
2024,2022,18,0.11371702915787739,0.12017224470125229
2024,2022,19,0.11314086326947978,0.12078589965786898
2024,2022,20,0.11223392989482985,0.12051701224691262
2024,2022,21,0.11106327735214512,0.12204632847428773
2024,2022,22,0.1098463686276424,0.12314101291651075
2024,2022,23,0.10903834929699832,0.1251732901895814
2024,2022,24,0.10796736879071737,0.12456709631916249
2024,2022,25,0.10774271024806957,0.1269383173238373
2024,2022,26,0.10655094782337426,0.12695506084922023
2024,2022,27,0.10608871908349014,0.12815827440301125
2024,2022,28,0.10429438657781029,0.12843955741405036
2024,2022,29,0.10414938466140522,0.13076814584377588
2024,2022,30,0.10299577009486323,0.13126958141837156
2024,2022,31,0.1018947256321611,0.13310051091354003
2024,2022,32,0.10087060147531772,0.13353320103928898
2024,2022,33,0.10018612289629741,0.13379999674913107
2024,2022,34,0.09958228702437286,0.13444774126577558
2024,2022,35,0.09805866342949103,0.13449367843427215
2024,2022,36,0.09759502138263314,0.13397687432271513
2024,2022,37,0.09617039905240755,0.13569646220033368
