seed,test_year,epoch,train_loss,val_loss
42,2024,1,0.5661603886378749,0.34040317379615526
42,2024,2,0.1747435175017604,0.25154340555044735
42,2024,3,0.15394617320909615,0.20858917453072287
42,2024,4,0.14434549724983592,0.1903843811967156
42,2024,5,0.13937838644769432,0.1810769388790835
42,2024,6,0.1363244129046272,0.17585955712605605
42,2024,7,0.1342758830872387,0.172929802486165
42,2024,8,0.1328495015088852,0.1713943566957658
42,2024,9,0.13178521718289102,0.17061260478063064
42,2024,10,0.13091736076054195,0.1702751446176659
42,2024,11,0.13016907634221078,0.17012909274886956
42,2024,12,0.12948255512427778,0.17008758573369545
42,2024,13,0.12884402347582152,0.17007012843069705
42,2024,14,0.1282439134642294,0.17018525310876695
42,2024,15,0.12766947158905226,0.1703953964805061
42,2024,16,0.1271122803447783,0.17066396120935678
42,2024,17,0.12657791433251284,0.17088002965531565
42,2024,18,0.12606843546691968,0.1711986086077311
42,2024,19,0.12557017017116454,0.17157858559353786
42,2024,20,0.12508658948401366,0.17185411229729652
42,2024,21,0.12461238567052679,0.1722593806176023
42,2024,22,0.12413601672526584,0.17271015496755188
42,2024,23,0.12368640815388532,0.17334437268701466
42,2024,24,0.12324018203981987,0.17386536875909026
42,2024,25,0.12279345223796553,0.174459072930569
42,2024,26,0.12236901569544457,0.17492866575379262
42,2024,27,0.12194013401317681,0.17547099630941043
42,2024,28,0.12152641119675771,0.17600053235549817
42,2024,29,0.12113078848548954,0.17656027440997688
42,2024,30,0.12073683467817553,0.17713818241926757
42,2024,31,0.12034678697640512,0.17773450623181733
42,2024,32,0.1199613930151475,0.178262849253687
42,2024,33,0.11958997908880138,0.17916205135936086
