seed,test_year,epoch,train_loss,val_loss
123,2023,1,0.41033364906840913,0.34685546395982186
123,2023,2,0.1939850427519669,0.2867744021208548
123,2023,3,0.17007958580662047,0.24267151161301426
123,2023,4,0.15737623922823768,0.2153661892090629
123,2023,5,0.14934258216737273,0.20032430694597522
123,2023,6,0.14444873946161402,0.18401481297503158
123,2023,7,0.14114518446676586,0.18080199387197088
123,2023,8,0.1388166922403683,0.17689745028207943
123,2023,9,0.1378983750161475,0.17278675707738575
123,2023,10,0.135823027586662,0.16814739425189612
123,2023,11,0.1334916426021987,0.16757626222764574
123,2023,12,0.13216008915442928,0.16763108141902017
123,2023,13,0.13257681209311553,0.16699724689852902
123,2023,14,0.13116099956514873,0.1635054081860112
123,2023,15,0.13032171940057766,0.16246204128170885
123,2023,16,0.13018187060785733,0.1579285540686148
123,2023,17,0.12871673471929354,0.15559104802768406
123,2023,18,0.12818020650732673,0.15552341629092287
123,2023,19,0.12722764547537313,0.15545651129242488
123,2023,20,0.12638685174816128,0.15239946821295633
123,2023,21,0.126343378504817,0.15363328799423648
123,2023,22,0.12514971533441707,0.15364478946459004
123,2023,23,0.12433769636505146,0.15155424192411507
123,2023,24,0.12405349837199069,0.1548568739033327
123,2023,25,0.12386753038367998,0.15503847923856684
123,2023,26,0.12221509849843373,0.15364178119045568
123,2023,27,0.12191542017330055,0.15422419999249098
123,2023,28,0.12132183036002493,0.15339452880093965
123,2023,29,0.12042678143909957,0.15410388388284824
123,2023,30,0.11965207992371571,0.15516896922959061
123,2023,31,0.11928725416000946,0.15954105726375087
123,2023,32,0.11941486734204558,0.15832787172914278
123,2023,33,0.11816976979945797,0.15813243786645373
123,2023,34,0.11733916496933888,0.16040827260102805
123,2023,35,0.11664440738242247,0.16077636227738568
123,2023,36,0.11700694667718511,0.16522186188163554
123,2023,37,0.11565221445667528,0.16892835578495047
123,2023,38,0.1153458592224836,0.16681182287951432
123,2023,39,0.1148244273409767,0.17382497090573718
123,2023,40,0.11454809867665477,0.1689553776665068
123,2023,41,0.11440600054492624,0.17435878493664106
123,2023,42,0.11370739515586079,0.17496430755751888
123,2023,43,0.11284616899000564,0.17287871784462436
