seed,test_year,epoch,train_loss,val_loss
123,2024,1,0.4051480916669456,0.5301931777037681
123,2024,2,0.19945722950728442,0.41214367039501665
123,2024,3,0.16999014515460023,0.33485793862491847
123,2024,4,0.15620148703881834,0.304111527785426
123,2024,5,0.1494471056826935,0.28801552470540626
123,2024,6,0.1452412266244949,0.2709318322027684
123,2024,7,0.14227756027721922,0.2753699606691953
123,2024,8,0.14017898258535433,0.2668257475204882
123,2024,9,0.13775248074008728,0.2491343638728722
123,2024,10,0.13652001208132625,0.2534070147528837
123,2024,11,0.13587151261891722,0.2434566568081209
123,2024,12,0.13424142913924098,0.24071140957057652
123,2024,13,0.13230409497810183,0.23061782497097738
123,2024,14,0.1315341181063559,0.22641166090470505
123,2024,15,0.13077235618441524,0.21450077768877235
123,2024,16,0.1301487929875086,0.21657240388522042
123,2024,17,0.12970823101004647,0.21500279890115054
123,2024,18,0.12836775434046332,0.2053108558502572
123,2024,19,0.12794033375441388,0.19838893112828374
123,2024,20,0.12661251424865255,0.19362409364330233
123,2024,21,0.12626961193845335,0.18520642757030145
123,2024,22,0.12521432875506522,0.18674081155113526
123,2024,23,0.12503328142423614,0.1813364683650434
123,2024,24,0.1243744800738731,0.17784252649398696
123,2024,25,0.1234302961307874,0.1751313908229349
123,2024,26,0.1234064352463664,0.17445790371457406
123,2024,27,0.12337898374386075,0.17408339778048684
123,2024,28,0.1219260732674303,0.17346945166573277
123,2024,29,0.12130589156872518,0.17388806224626024
123,2024,30,0.12118294629427118,0.1734114932780358
123,2024,31,0.12047857480474777,0.17482806635525777
123,2024,32,0.11985926278772181,0.17664370359325404
123,2024,33,0.11925193950416978,0.176784063118248
123,2024,34,0.11882413533592892,0.17882976057480846
123,2024,35,0.11883172874840078,0.1820110887852934
123,2024,36,0.11805189912076339,0.1831446387252072
123,2024,37,0.11744575887751421,0.18322717242554062
123,2024,38,0.11737487454653994,0.1898194096676889
123,2024,39,0.1164319008374653,0.1896213758023805
123,2024,40,0.11569810903792523,0.18961309309888746
123,2024,41,0.11580923483853713,0.19236165560723748
123,2024,42,0.11548849526386731,0.19397008362066118
123,2024,43,0.11461783849378211,0.2007549342670245
123,2024,44,0.11412645077341846,0.20959848000056808
123,2024,45,0.11401883147889275,0.20479125572746854
123,2024,46,0.11333825402498923,0.21082218339579412
123,2024,47,0.11273589058587757,0.21320675049137208
123,2024,48,0.11338144698538968,0.20371100709307938
123,2024,49,0.11290454779099957,0.20397649258375167
123,2024,50,0.11135711478979451,0.21879502316005528
