seed,test_year,epoch,train_loss,val_loss
42,2023,1,0.465833097961928,0.22969031236741855
42,2023,2,0.1711290410988715,0.20283985850603684
42,2023,3,0.15345931379124522,0.1901214963392071
42,2023,4,0.1448134769173995,0.17978737033579661
42,2023,5,0.13981617313463726,0.17273550674967145
42,2023,6,0.13652173298575856,0.16797268277277116
42,2023,7,0.13420937927935803,0.16472389289866324
42,2023,8,0.1324093790198545,0.16173045418184737
42,2023,9,0.1309578686357807,0.15929307221718456
42,2023,10,0.12974119175333712,0.15725393496129825
42,2023,11,0.12867900059463352,0.155452949197396
42,2023,12,0.12773029220230633,0.15399972236026888
42,2023,13,0.12686589327833492,0.15276447489209796
42,2023,14,0.12605503551263533,0.15161429726235245
42,2023,15,0.12529661475875886,0.1505331661876129
42,2023,16,0.12458227672466589,0.1497046756355659
42,2023,17,0.12392389506510906,0.14910112442853657
42,2023,18,0.12329606036619738,0.14863711603633736
42,2023,19,0.12271079712425002,0.14832922395156778
42,2023,20,0.12213329602698804,0.14818566041472164
42,2023,21,0.1215917211489975,0.14819351405553197
42,2023,22,0.12107907420979988,0.1482875782834447
42,2023,23,0.12058501337670466,0.14847623135732568
42,2023,24,0.12011535433293188,0.1487337018808593
42,2023,25,0.11966247330718956,0.14900301380649858
42,2023,26,0.11922073660901679,0.14929074599691058
42,2023,27,0.118791410669973,0.1495721349897592
42,2023,28,0.11836885861528981,0.14989579566147015
42,2023,29,0.11796255498699447,0.1502955815066462
42,2023,30,0.11756736052474237,0.15062539149885593
42,2023,31,0.1171681912211926,0.15102147472941357
42,2023,32,0.11677122636688758,0.15141278942642006
42,2023,33,0.1163811092676913,0.15179169793491779
42,2023,34,0.11599192457037083,0.15218105491088785
42,2023,35,0.11560415377955995,0.1524981955147308
42,2023,36,0.11523864967869447,0.1528205597854179
42,2023,37,0.11488085967178283,0.1530967340197252
42,2023,38,0.11452945215343892,0.15340041903697926
42,2023,39,0.11417613737900006,0.15366672951242197
42,2023,40,0.1138322436100923,0.1539051218525223
