seed,test_year,epoch,train_loss,val_loss
2024,2024,1,0.36858769988677964,0.26541397999972105
2024,2024,2,0.15362031215071506,0.24570346612017602
2024,2024,3,0.14093203474052138,0.22698447018046863
2024,2024,4,0.13600466054490432,0.2208474777180527
2024,2024,5,0.13320079541215105,0.21307521053677192
2024,2024,6,0.13114818298622094,0.20801860557548935
2024,2024,7,0.12968782101315465,0.20019428755767876
2024,2024,8,0.128143666288125,0.1933578787247825
2024,2024,9,0.12679819162599676,0.186577550803122
2024,2024,10,0.12549095472036206,0.18261509992044012
2024,2024,11,0.12434963500795577,0.1787072981169331
2024,2024,12,0.12325643275321087,0.17648001099587418
2024,2024,13,0.12216017833395261,0.17547882889630273
2024,2024,14,0.12122916219862641,0.17587359008030035
2024,2024,15,0.12014600643936542,0.1762345716706477
2024,2024,16,0.1190624903848002,0.17736746752052568
2024,2024,17,0.11801437193838178,0.17913297135964967
2024,2024,18,0.11697514254285374,0.18240321928169578
2024,2024,19,0.11600608881123754,0.18243976682424545
2024,2024,20,0.11517706835801689,0.18619113275781274
2024,2024,21,0.11415352335045707,0.18837201420683414
2024,2024,22,0.11352695196482118,0.195462444149598
2024,2024,23,0.11271723248752798,0.2026180684697465
2024,2024,24,0.11195634766899915,0.21849938917148393
2024,2024,25,0.11036532202556605,0.2163590729542193
2024,2024,26,0.10922795108930304,0.22096840014637564
2024,2024,27,0.10787359757533108,0.22220414840558078
2024,2024,28,0.10681749021381683,0.2205444588635146
2024,2024,29,0.10550875386169592,0.22960853472613962
2024,2024,30,0.1041480916430652,0.24235466086975066
2024,2024,31,0.10344010836070233,0.22753695996652823
2024,2024,32,0.10240391399365673,0.2141641293073917
2024,2024,33,0.10070354485282286,0.21692957960112835
